task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
6234,monitor system using Python,DevOps,EMP_41,2024-02-01,18,32,160,0.65
6235,handle ticket using Python,Support,EMP_7,2024-07-13,20,1,68,0.58
6236,clean data using Python,Data Engineering,EMP_50,2024-12-27,28,22,114,0.8
6237,deploy application using Python,DevOps,EMP_35,2024-12-04,6,30,63,0.53
6238,resolve issue using Python,Support,EMP_31,2024-03-12,26,21,48,0.74
6239,apply NLP using Python,Machine Learning,EMP_45,2024-11-09,1,3,27,0.53
6240,fix bug using Python,Support,EMP_12,2024-09-26,27,15,25,0.94
6241,build KPI dashboard using Python,Reporting,EMP_14,2024-10-05,29,40,105,0.67
6242,prioritize tasks using Python,Task Management,EMP_47,2024-12-09,8,21,133,0.73
6243,apply NLP using Python,Machine Learning,EMP_4,2024-09-22,18,20,160,0.68
6244,optimize query using Python,Data Engineering,EMP_19,2024-01-19,28,11,52,0.81
6245,prioritize tasks using Python,Task Management,EMP_11,2024-10-20,15,26,149,0.83
6246,build ETL pipeline using Python,Data Engineering,EMP_13,2024-11-28,3,27,98,0.62
6247,analyze metrics using Python,Reporting,EMP_34,2024-11-02,7,12,73,0.61
6248,manage cloud using Python,DevOps,EMP_3,2024-11-14,23,11,29,0.63
6249,build ETL pipeline using Python,Data Engineering,EMP_14,2024-05-30,13,4,30,0.58
6250,perform feature engineering using Python,Machine Learning,EMP_13,2024-09-21,4,11,58,0.59
6251,transform dataset using Python,Data Engineering,EMP_7,2024-07-02,27,20,109,0.67
6252,build prediction model using Python,Machine Learning,EMP_9,2024-02-17,15,38,149,0.8
6253,optimize query using Python,Data Engineering,EMP_4,2024-09-24,4,30,116,0.62
6254,handle ticket using Python,Support,EMP_4,2024-01-02,13,4,72,0.85
6255,assign tasks using Python,Task Management,EMP_12,2024-08-24,15,7,75,0.93
6256,analyze metrics using Python,Reporting,EMP_40,2024-08-22,20,4,70,0.79
6257,build KPI dashboard using Python,Reporting,EMP_50,2024-12-01,11,29,11,0.86
6258,optimize query using Python,Data Engineering,EMP_36,2024-08-12,8,6,16,0.83
6259,monitor system using Python,DevOps,EMP_24,2024-01-30,10,18,75,0.53
6260,resolve issue using Python,Support,EMP_28,2024-08-31,12,26,86,0.86
6261,prepare report using Python,Reporting,EMP_44,2024-04-16,2,13,146,0.94
6262,resolve issue using Python,Support,EMP_23,2024-03-30,12,36,154,0.79
6263,perform feature engineering using Python,Machine Learning,EMP_40,2024-10-13,7,12,115,0.56
6264,assist user using Python,Support,EMP_39,2024-01-25,5,10,38,0.55
6265,monitor progress using Python,Task Management,EMP_39,2024-08-12,4,16,115,0.53
6266,setup CI/CD using Python,DevOps,EMP_45,2024-12-25,5,40,137,0.53
6267,train ML model using Python,Machine Learning,EMP_24,2024-10-02,4,38,65,0.78
6268,track deadlines using Python,Task Management,EMP_6,2024-04-03,2,28,86,0.7
6269,generate report using Python,Reporting,EMP_6,2024-12-11,29,30,108,0.89
6270,train ML model using Python,Machine Learning,EMP_19,2024-12-23,4,30,154,0.63
6271,design warehouse using Python,Data Engineering,EMP_23,2024-02-02,22,24,75,0.64
6272,monitor progress using Python,Task Management,EMP_2,2024-06-25,27,31,146,0.76
6273,apply NLP using Python,Machine Learning,EMP_33,2024-09-05,28,24,84,0.88
6274,handle ticket using Python,Support,EMP_49,2024-08-21,24,18,29,0.89
6275,track deadlines using Python,Task Management,EMP_28,2024-05-30,30,3,98,0.65
6276,handle ticket using Python,Support,EMP_19,2024-02-04,1,1,36,0.89
6277,train ML model using Python,Machine Learning,EMP_34,2024-06-26,27,33,29,0.92
6278,transform dataset using Python,Data Engineering,EMP_10,2024-04-06,9,30,105,0.78
6279,track deadlines using Python,Task Management,EMP_49,2024-10-01,1,17,21,0.66
6280,monitor system using Python,DevOps,EMP_47,2024-11-17,19,26,18,0.66
6281,resolve issue using Python,Support,EMP_19,2024-12-27,7,10,160,0.79
6282,prioritize tasks using Python,Task Management,EMP_33,2024-08-21,15,31,54,0.6
6283,configure docker using Python,DevOps,EMP_27,2024-08-31,15,4,19,0.59
6284,configure docker using Python,DevOps,EMP_35,2024-06-05,25,21,152,0.68
6285,perform feature engineering using Python,Machine Learning,EMP_30,2024-10-07,1,6,96,0.89
6286,build prediction model using Python,Machine Learning,EMP_14,2024-10-13,26,12,63,0.68
6287,prepare report using Python,Reporting,EMP_20,2024-10-21,27,7,41,0.66
6288,generate report using Python,Reporting,EMP_18,2024-06-23,14,17,145,0.75
6289,fix bug using Python,Support,EMP_43,2024-09-10,24,40,60,0.94
6290,assign tasks using Python,Task Management,EMP_32,2024-11-24,24,35,75,0.89
6291,build prediction model using Python,Machine Learning,EMP_45,2024-12-05,12,21,35,0.59
6292,manage cloud using Python,DevOps,EMP_22,2024-05-20,16,1,103,0.82
6293,design warehouse using Python,Data Engineering,EMP_42,2024-03-31,14,6,159,0.57
6294,build prediction model using Python,Machine Learning,EMP_6,2024-08-13,21,26,117,0.58
6295,resolve issue using Python,Support,EMP_36,2024-11-03,22,23,146,0.58
6296,design warehouse using Python,Data Engineering,EMP_36,2024-10-04,20,28,98,0.91
6297,build KPI dashboard using Python,Reporting,EMP_36,2024-12-16,25,13,101,0.83
6298,manage cloud using Python,DevOps,EMP_32,2024-06-14,29,35,18,0.78
6299,assist user using Python,Support,EMP_5,2024-07-12,14,8,42,0.79
6300,configure docker using Python,DevOps,EMP_36,2024-05-25,1,8,95,0.8
6301,generate report using Python,Reporting,EMP_4,2024-06-12,29,17,73,0.91
6302,configure docker using Python,DevOps,EMP_6,2024-01-08,14,23,89,0.9
6303,monitor system using Python,DevOps,EMP_11,2024-08-01,5,35,45,0.89
6304,handle ticket using Python,Support,EMP_39,2024-05-05,18,7,51,0.61
6305,track deadlines using Python,Task Management,EMP_40,2024-01-21,11,17,153,0.85
6306,deploy application using Python,DevOps,EMP_50,2024-12-16,6,2,122,0.76
6307,prioritize tasks using Python,Task Management,EMP_33,2024-04-14,13,27,58,0.69
6308,handle ticket using Python,Support,EMP_26,2024-01-31,3,8,13,0.7
6309,apply NLP using Python,Machine Learning,EMP_46,2024-09-06,11,3,35,0.58
6310,apply NLP using Python,Machine Learning,EMP_43,2024-11-16,22,28,54,0.93
6311,build prediction model using Python,Machine Learning,EMP_2,2024-04-10,5,5,100,0.72
6312,apply NLP using Python,Machine Learning,EMP_44,2024-11-15,8,18,128,0.82
6313,track deadlines using Python,Task Management,EMP_9,2024-07-27,13,33,126,0.7
6314,create dashboard using Python,Reporting,EMP_15,2024-08-04,30,3,107,0.78
6315,resolve issue using Python,Support,EMP_40,2024-08-09,15,35,144,0.76
6316,perform feature engineering using Python,Machine Learning,EMP_34,2024-07-09,25,12,16,0.56
6317,generate report using Python,Reporting,EMP_20,2024-04-05,8,4,119,0.53
6318,deploy application using Python,DevOps,EMP_50,2024-09-08,15,12,110,0.86
6319,manage workload using Python,Task Management,EMP_14,2024-06-03,3,20,116,0.84
6320,apply NLP using Python,Machine Learning,EMP_50,2024-10-14,29,28,77,0.87
6321,handle ticket using Python,Support,EMP_31,2024-02-03,10,2,100,0.78
6322,configure docker using Python,DevOps,EMP_49,2024-05-27,6,34,19,0.87
6323,prepare report using Python,Reporting,EMP_28,2024-12-29,8,23,30,0.86
6324,perform feature engineering using Python,Machine Learning,EMP_11,2024-03-27,18,32,22,0.69
6325,train ML model using Python,Machine Learning,EMP_6,2024-02-05,14,8,90,0.82
6326,optimize query using Python,Data Engineering,EMP_33,2024-09-06,5,29,68,0.94
6327,assign tasks using Python,Task Management,EMP_14,2024-11-01,28,26,98,0.9
6328,prioritize tasks using Python,Task Management,EMP_29,2024-09-14,30,34,76,0.91
6329,troubleshoot error using Python,Support,EMP_50,2024-10-07,14,35,66,0.88
6330,build KPI dashboard using Python,Reporting,EMP_30,2024-11-21,10,10,97,0.8
6331,prepare report using Python,Reporting,EMP_18,2024-10-17,27,4,138,0.69
6332,optimize query using Python,Data Engineering,EMP_1,2024-12-05,14,3,65,0.55
6333,perform feature engineering using Python,Machine Learning,EMP_24,2024-02-29,4,1,96,0.65
6334,deploy application using Python,DevOps,EMP_25,2024-05-05,15,18,121,0.54
6335,configure docker using Python,DevOps,EMP_19,2024-03-20,28,12,70,0.79
6336,configure docker using Python,DevOps,EMP_34,2024-06-15,22,33,110,0.76
6337,manage workload using Python,Task Management,EMP_28,2024-03-26,6,40,156,0.68
6338,assign tasks using Python,Task Management,EMP_21,2024-03-09,4,9,108,0.64
6339,fix bug using Python,Support,EMP_15,2024-10-22,26,19,49,0.77
6340,setup CI/CD using Python,DevOps,EMP_22,2024-07-13,14,16,112,0.91
6341,assign tasks using Python,Task Management,EMP_23,2024-06-04,27,17,10,0.88
6342,resolve issue using Python,Support,EMP_19,2024-01-05,25,20,131,0.74
6343,perform feature engineering using Python,Machine Learning,EMP_15,2024-02-16,18,28,84,0.53
6344,troubleshoot error using Python,Support,EMP_48,2024-04-04,30,11,28,0.52
6345,transform dataset using Python,Data Engineering,EMP_5,2024-06-03,1,28,33,0.68
6346,perform feature engineering using Python,Machine Learning,EMP_23,2024-10-17,6,36,136,0.75
6347,fix bug using Python,Support,EMP_49,2024-03-16,22,22,77,0.74
6348,deploy application using Python,DevOps,EMP_32,2024-04-21,12,30,65,0.6
6349,prepare report using Python,Reporting,EMP_49,2024-06-05,4,12,40,0.6
6350,build ETL pipeline using Python,Data Engineering,EMP_22,2024-02-08,22,2,108,0.61
6351,fix bug using Python,Support,EMP_35,2024-06-26,8,10,87,0.59
6352,troubleshoot error using Python,Support,EMP_31,2024-10-15,27,13,46,0.84
6353,prioritize tasks using Python,Task Management,EMP_19,2024-03-11,8,4,60,0.92
6354,transform dataset using Python,Data Engineering,EMP_25,2024-04-20,25,20,66,0.87
6355,configure docker using Python,DevOps,EMP_45,2024-10-14,15,15,22,0.55
6356,design warehouse using Python,Data Engineering,EMP_50,2024-01-23,20,10,66,0.58
6357,optimize query using Python,Data Engineering,EMP_47,2024-06-22,29,38,52,0.93
6358,analyze metrics using Python,Reporting,EMP_39,2024-05-29,24,3,111,0.69
6359,fix bug using Python,Support,EMP_31,2024-08-03,9,19,66,0.69
6360,prepare report using Python,Reporting,EMP_26,2024-07-24,5,7,70,0.71
6361,assign tasks using Python,Task Management,EMP_10,2024-09-05,10,13,98,0.56
6362,clean data using Python,Data Engineering,EMP_26,2024-02-03,5,22,27,0.93
6363,manage cloud using Python,DevOps,EMP_45,2024-10-28,30,14,85,0.64
6364,troubleshoot error using Python,Support,EMP_10,2024-10-26,18,10,107,0.54
6365,configure docker using Python,DevOps,EMP_50,2024-09-09,4,35,55,0.79
6366,resolve issue using Python,Support,EMP_25,2024-07-29,26,17,128,0.52
6367,apply NLP using Python,Machine Learning,EMP_5,2024-07-23,6,28,157,0.77
6368,prepare report using Python,Reporting,EMP_20,2024-03-31,2,12,53,0.79
6369,apply NLP using Python,Machine Learning,EMP_35,2024-05-31,14,33,54,0.65
6370,generate report using Python,Reporting,EMP_47,2024-08-18,27,28,19,0.6
6371,resolve issue using Python,Support,EMP_48,2024-12-27,13,38,38,0.75
6372,transform dataset using Python,Data Engineering,EMP_37,2024-08-19,24,29,31,0.71
6373,fix bug using Python,Support,EMP_40,2024-09-02,30,11,143,0.83
6374,handle ticket using Python,Support,EMP_2,2024-03-06,25,39,89,0.83
6375,optimize query using Python,Data Engineering,EMP_43,2024-07-31,6,26,145,0.62
6376,fix bug using Python,Support,EMP_35,2024-02-24,13,8,76,0.87
6377,deploy application using Python,DevOps,EMP_33,2024-11-06,20,10,82,0.94
6378,prepare report using Python,Reporting,EMP_36,2024-02-06,14,34,153,0.62
6379,resolve issue using Python,Support,EMP_8,2024-01-04,28,10,47,0.64
6380,manage workload using Python,Task Management,EMP_4,2024-05-15,30,16,23,0.91
6381,assign tasks using Python,Task Management,EMP_42,2024-04-21,8,7,63,0.66
6382,assist user using Python,Support,EMP_37,2024-07-03,29,7,32,0.65
6383,deploy application using Python,DevOps,EMP_30,2024-04-09,2,16,57,0.6
6384,perform feature engineering using Python,Machine Learning,EMP_3,2024-06-23,17,23,60,0.82
6385,design warehouse using Python,Data Engineering,EMP_19,2024-12-09,27,17,93,0.94
6386,handle ticket using Python,Support,EMP_24,2024-08-14,8,16,40,0.79
6387,optimize model using Python,Machine Learning,EMP_44,2024-10-29,7,2,61,0.93
6388,generate report using Python,Reporting,EMP_29,2024-02-29,30,3,128,0.61
6389,build ETL pipeline using Python,Data Engineering,EMP_25,2024-03-26,8,17,101,0.72
6390,configure docker using Python,DevOps,EMP_21,2024-08-24,23,20,10,0.59
6391,prepare report using Python,Reporting,EMP_29,2024-06-17,28,36,55,0.52
6392,optimize model using Python,Machine Learning,EMP_24,2024-12-05,19,1,101,0.85
6393,assign tasks using Python,Task Management,EMP_4,2024-07-12,26,40,78,0.53
6394,train ML model using Python,Machine Learning,EMP_41,2024-05-14,1,15,60,0.91
6395,setup CI/CD using Python,DevOps,EMP_40,2024-10-26,28,22,111,0.58
6396,handle ticket using Python,Support,EMP_7,2024-02-01,13,3,75,0.84
6397,handle ticket using Python,Support,EMP_41,2024-06-25,20,12,44,0.66
6398,assign tasks using Python,Task Management,EMP_27,2024-07-11,18,21,54,0.83
6399,generate report using Python,Reporting,EMP_30,2024-04-18,22,7,27,0.8
6400,manage cloud using Python,DevOps,EMP_30,2024-12-04,22,31,83,0.74
6401,transform dataset using Python,Data Engineering,EMP_5,2024-01-09,11,27,21,0.56
6402,generate report using Python,Reporting,EMP_33,2024-05-11,24,4,50,0.69
6403,manage workload using Python,Task Management,EMP_16,2024-05-19,10,27,96,0.57
6404,setup CI/CD using Python,DevOps,EMP_15,2024-08-11,23,39,85,0.58
6405,optimize model using Python,Machine Learning,EMP_4,2024-05-26,8,4,145,0.52
6406,transform dataset using Python,Data Engineering,EMP_27,2024-05-28,19,8,18,0.75
6407,design warehouse using Python,Data Engineering,EMP_32,2024-11-29,7,10,86,0.81
6408,transform dataset using Python,Data Engineering,EMP_20,2024-05-13,19,19,64,0.91
6409,transform dataset using Python,Data Engineering,EMP_14,2024-09-13,21,34,151,0.64
6410,monitor system using Python,DevOps,EMP_5,2024-02-19,10,14,131,0.63
6411,transform dataset using Python,Data Engineering,EMP_8,2024-02-07,27,6,59,0.81
6412,resolve issue using Python,Support,EMP_1,2024-07-10,11,22,135,0.82
6413,monitor progress using Python,Task Management,EMP_25,2024-01-16,10,23,103,0.63
6414,assist user using Python,Support,EMP_48,2024-05-21,16,11,67,0.83
6415,clean data using Python,Data Engineering,EMP_22,2024-01-30,18,11,71,0.93
6416,clean data using Python,Data Engineering,EMP_11,2024-01-20,21,1,40,0.54
6417,build prediction model using Python,Machine Learning,EMP_21,2024-08-24,7,37,147,0.51
6418,assist user using Python,Support,EMP_19,2024-11-07,28,22,130,0.53
6419,build KPI dashboard using Python,Reporting,EMP_18,2024-05-25,30,35,33,0.54
6420,transform dataset using Python,Data Engineering,EMP_43,2024-05-12,6,34,131,0.73
6421,setup CI/CD using Python,DevOps,EMP_23,2024-05-07,30,14,155,0.67
6422,prepare report using Python,Reporting,EMP_37,2024-09-13,11,18,86,0.74
6423,resolve issue using Python,Support,EMP_17,2024-04-16,15,1,37,0.81
6424,build ETL pipeline using Python,Data Engineering,EMP_48,2024-12-12,21,3,76,0.77
6425,configure docker using Python,DevOps,EMP_6,2024-05-31,16,24,73,0.66
6426,track deadlines using Python,Task Management,EMP_11,2024-09-09,23,9,157,0.61
6427,manage cloud using Python,DevOps,EMP_24,2024-05-20,26,30,157,0.77
6428,perform feature engineering using Python,Machine Learning,EMP_13,2024-03-07,19,14,22,0.67
6429,optimize model using Python,Machine Learning,EMP_25,2024-08-21,17,35,43,0.53
6430,generate report using Python,Reporting,EMP_44,2024-08-09,18,37,141,0.69
6431,manage cloud using Python,DevOps,EMP_28,2024-01-12,30,29,29,0.57
6432,prioritize tasks using Python,Task Management,EMP_19,2024-06-12,18,8,132,0.93
6433,manage cloud using Python,DevOps,EMP_26,2024-06-27,22,6,126,0.63
6434,track deadlines using Python,Task Management,EMP_47,2024-08-30,6,29,25,0.76
6435,assign tasks using Python,Task Management,EMP_17,2024-04-11,20,13,107,0.68
6436,configure docker using Python,DevOps,EMP_6,2024-09-07,3,9,39,0.68
6437,monitor progress using Python,Task Management,EMP_40,2024-10-27,24,11,22,0.93
6438,optimize query using Python,Data Engineering,EMP_16,2024-05-24,3,39,41,0.73
6439,handle ticket using Python,Support,EMP_13,2024-12-09,8,6,28,0.95
6440,monitor system using Python,DevOps,EMP_1,2024-07-04,3,26,29,0.85
6441,manage cloud using Python,DevOps,EMP_12,2024-12-12,1,9,35,0.76
6442,resolve issue using Python,Support,EMP_4,2024-05-03,25,21,46,0.66
6443,prepare report using Python,Reporting,EMP_44,2024-06-27,5,40,123,0.87
6444,deploy application using Python,DevOps,EMP_6,2024-04-05,12,26,67,0.55
6445,monitor system using Python,DevOps,EMP_49,2024-03-11,17,3,112,0.88
6446,create dashboard using Python,Reporting,EMP_40,2024-03-31,18,7,131,0.68
6447,train ML model using Python,Machine Learning,EMP_25,2024-12-14,21,18,121,0.92
6448,perform feature engineering using Python,Machine Learning,EMP_4,2024-09-30,22,11,69,0.77
6449,clean data using Python,Data Engineering,EMP_42,2024-06-16,10,2,60,0.95
6450,handle ticket using Python,Support,EMP_41,2024-05-14,8,16,100,0.8
6451,prioritize tasks using Python,Task Management,EMP_5,2024-10-17,2,1,65,0.91
6452,monitor system using Python,DevOps,EMP_43,2024-05-27,27,33,66,0.8
6453,setup CI/CD using Python,DevOps,EMP_50,2024-10-01,20,16,157,0.63
6454,manage workload using Python,Task Management,EMP_40,2024-05-19,7,26,63,0.54
6455,handle ticket using Python,Support,EMP_4,2024-08-29,24,22,145,0.53
6456,create dashboard using Python,Reporting,EMP_6,2024-01-31,27,5,153,0.61
6457,build ETL pipeline using Python,Data Engineering,EMP_14,2024-01-02,5,39,18,0.56
6458,track deadlines using Python,Task Management,EMP_18,2024-06-20,5,24,49,0.6
6459,generate report using Python,Reporting,EMP_41,2024-11-26,20,3,26,0.63
6460,assist user using Python,Support,EMP_28,2024-04-03,16,10,104,0.6
6461,generate report using Python,Reporting,EMP_28,2024-03-21,17,21,98,0.62
6462,create dashboard using Python,Reporting,EMP_42,2024-09-29,8,15,156,0.88
6463,train ML model using Python,Machine Learning,EMP_40,2024-04-11,30,9,23,0.57
6464,optimize query using Python,Data Engineering,EMP_28,2024-01-29,23,23,78,0.59
6465,setup CI/CD using Python,DevOps,EMP_38,2024-12-02,9,31,135,0.88
6466,monitor system using Python,DevOps,EMP_31,2024-01-04,29,2,122,0.82
6467,optimize query using Python,Data Engineering,EMP_14,2024-04-08,9,17,67,0.66
